BOARDID;TRADEDATE;SHORTNAME;SECID;NUMTRADES;VALUE;LOW;HIGH;CLOSE;LEGALCLOSEPRICE;ACCINT;WAPRICE;YIELDCLOSE;OPEN;VOLUME;MARKETPRICE2;MARKETPRICE3;ADMITTEDQUOTE;MP2VALTRD;MARKETPRICE3TRADESVALUE;ADMITTEDVALUE;MATDATE;DURATION;YIELDATWAP;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;FACEVALUE;CURRENCYID;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;TRADINGSESSION
TQCB;2021-09-03;ЧТПЗ 1P4;RU000A0JXTY7;0;0.0;;;;99.28;17.32;;8.51;;0;100.23;100.24;99.28;780797.2;769857.3;780797.2;2027-06-08;608.0;;;;7.9;39.39;2023-06-13;2021-09-02;1000.0;SUR;;;;2023-06-16;RUB;3
TQCB;2021-09-03;RUS-47;RU000A0JXU14;0;0.0;;;;129.3;148733.5792;;;;0;;128.8342;129.3;0.0;810261734.59;0.0;2047-06-23;;;;;5.25;5250.0;;;200000.0;SUR;;;;;USD;3
TQOD;2021-09-03;RUS-47;RU000A0JXU14;0;0.0;;;;129.3;2041.6667;;3.49;;0;;128.8342;129.3;0.0;810261734.59;0.0;2047-06-23;;;;;5.25;5250.0;;2021-08-23;200000.0;USD;;;;;USD;3
TQCB;2021-09-03;ВЭБ ПБО1Р8;RU000A0JXU48;0;0.0;;;;100.0;661.47;;4.29;;0;;103.8011;100.0;0.0;36150913.15;0.0;2022-12-15;;;;;4.25;21.19;;2021-09-01;1000.0;SUR;;;;;USD;3
TQOD;2021-09-03;ВЭБ ПБО1Р8;RU000A0JXU48;0;0.0;;;;100.0;9.08;;2.65;;0;;103.8011;100.0;0.0;36150913.15;0.0;2022-12-15;457.0;;;;4.25;21.19;;2021-03-16;1000.0;USD;;;;;USD;3
TQCB;2021-09-03;КОМИ 14 об;RU000A0JXUD9;6;53561.0;102.5;103.26;103.07;103.07;16.8;103.0;7.18;102.5;52;;102.99;103.07;0.0;506699.6;0.0;2024-06-25;790.0;7.21;;;8.4;20.94;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрансФ1P03;RU000A0JXVB1;0;0.0;;;;;17.26;;;;0;;;;0.0;0.0;0.0;2027-06-28;;;;;10.5;52.36;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;СИНХФБО1P1;RU000A0JXVE5;33;4916581.2;100.75;101.2;101.2;101.19;14.39;101.12;7.49;101.18;4862;101.12;101.12;101.19;4916581.2;4916581.2;4916581.2;2022-07-05;297.0;7.6;;;8.9;44.38;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ДелПорт1P1;RU000A0JXVG0;136;2381698.0;101.15;104.97;101.2;101.2;15.19;101.35;8.0;104.97;2350;101.35;101.35;101.2;2381698.0;2381698.0;2381698.0;2022-07-05;297.0;7.81;;;9.4;46.87;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТамбовОбл3;RU000A0JXVH8;3;25311.0;101.24;101.25;101.24;101.24;11.28;101.24;7.73;101.25;25;;101.17;101.24;0.0;585784.0;0.0;2024-07-12;519.0;7.73;;;8.4;20.94;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоссетБ1Р1;RU000A0JXVM8;9;69610.4;100.78;104.31;100.78;100.78;12.73;100.88;7.28;100.86;69;;100.9;100.78;0.0;752683.9;0.0;2022-07-07;300.0;7.15;;;8.15;40.64;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоссЮг БО2;RU000A0JXVT3;0;0.0;;;;;15.95;;;;0;;;;0.0;0.0;0.0;2022-07-01;;;;;9.24;23.04;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P6;RU000A0JXXD3;0;0.0;;;;100.0;6.75;;5.66;;0;;;100.0;0.0;0.0;0.0;2027-07-14;;;;;5.6;27.92;2022-01-19;2021-04-26;1000.0;SUR;;;;2022-01-24;RUB;3
TQCB;2021-09-03;Роснфт1P7;RU000A0JXXE1;0;0.0;;;;100.0;6.75;;5.66;;0;;100.0;100.0;0.0;600000.0;0.0;2027-07-14;138.0;;;;5.6;27.92;2022-01-19;2021-07-30;1000.0;SUR;;;;2022-01-24;RUB;3
TQCB;2021-09-03;ПИК БО-П03;RU000A0JXY44;159;1385903.5;102.41;102.96;102.82;102.82;10.31;102.81;7.66;102.6;1348;102.81;102.81;102.82;1385903.5;1385903.5;1385903.5;2022-07-29;315.0;7.67;;;10.75;26.8;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ОткрХОЛБП2;RU000A0JXYE9;0;0.0;;;;;;;;;0;;;;0.0;0.0;0.0;2029-07-23;;;;;0.01;0.05;;;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ОткрХОЛБП3;RU000A0JXYG4;0;0.0;;;;;;;;;0;;;;0.0;0.0;0.0;2029-07-23;;;;;0.01;0.05;;;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ОткрХОЛБП4;RU000A0JXYH2;0;0.0;;;;;;;;;0;;;;0.0;0.0;0.0;2030-07-22;;;;;0.01;0.05;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Газпнф1P2R;RU000A0JXYL4;0;0.0;;;;;7.01;;;;0;;;;0.0;0.0;0.0;2024-07-30;;;;;8.25;41.14;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;КраснодКр1;RU000A0JXYS9;13;192631.8;102.4;102.55;102.47;102.42;4.95;102.46;7.46;102.55;188;;102.54;102.42;0.0;1610893.7;0.0;2024-08-09;681.0;7.47;;;8.6;21.44;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД Б01P4R;RU000A0JXZB2;32;13341854.4;102.59;103.28;103.28;103.28;4.97;102.59;7.4;102.8;13005;102.59;102.59;103.28;13341854.4;13341854.4;13341854.4;2032-07-29;1251.0;7.61;;;8.25;41.14;2025-08-07;2021-09-03;1000.0;SUR;;7.3635;;2025-08-12;RUB;3
TQCB;2021-09-03;ГТЛК 1P-05;RU000A0JY023;0;0.0;;;;103.9869;48.08;103.745;3.01;;0;103.745;103.745;103.9869;914484.94;914484.94;914484.94;2024-08-21;;2.53;;;4.9;6.72;;2021-08-30;550.0;SUR;;;;;USD;3
TQOD;2021-09-03;ГТЛК 1P-05;RU000A0JY023;12;12553.14;103.6441;103.9994;103.9869;103.9869;0.66;103.745;2.37;103.9993;22;103.745;103.745;103.9869;914484.94;914484.94;914484.94;2024-08-21;572.0;2.52;;;4.9;6.72;;2021-09-03;550.0;USD;;;;;USD;3
TQCB;2021-09-03;МФ МарЭл17;RU000A0JY031;104;465031.1;101.5;101.89;101.81;101.81;2.12;101.76;7.6;101.83;457;;101.76;101.81;0.0;517964.6;0.0;2024-08-21;559.0;7.64;;;8.6;21.44;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-110;RU000A0NH1W7;0;0.0;;;;93.29;;;;;0;93.17;93.14;93.29;1905384.2;1346816.7;1905384.2;2022-09-06;;;;;0.01;0.05;;2021-09-02;1000.0;SUR;;;;2022-09-06;RUB;3
TQCB;2021-09-03;ВТБ Б1-111;RU000A0NH1X5;2;45668.0;93.2;93.2;93.2;93.2;;93.2;;93.2;49;;92.51;93.2;0.0;576341.0;0.0;2022-09-13;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;2022-09-13;RUB;3
TQCB;2021-09-03;ВТБ Б1-112;RU000A0NH1Y3;3;14976.1;93.29;94.0;94.0;94.0;;93.6;;93.29;16;93.19;93.18;94.0;611340.9;501285.7;611340.9;2022-09-20;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;2022-09-20;RUB;3
TQCB;2021-09-03;ВТБ Б1-113;RU000A0NH1Z0;1;934065.0;93.5;93.5;93.5;93.5;;93.5;;93.5;999;;93.45;93.5;0.0;2101640.4;0.0;2022-09-27;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;2022-09-27;RUB;3
TQCB;2021-09-03;ВТБ Б1-115;RU000A0NH210;1;45560.2;92.98;92.98;92.98;92.98;;92.98;;92.98;49;;92.94;92.98;0.0;2084599.9;0.0;2022-10-04;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;2022-10-04;RUB;3
TQCB;2021-09-03;ВТБ Б1-117;RU000A0NH236;0;0.0;;;;94.28;;;;;0;;92.46;94.28;0.0;3133512.3;0.0;2022-10-11;;;;;0.01;0.05;;2021-09-01;1000.0;SUR;;;;2022-10-11;RUB;3
TQCB;2021-09-03;ВТБ Б1-119;RU000A0NH251;0;0.0;;;;93.12;;;;;0;;92.89;93.12;0.0;626060.0;0.0;2022-11-08;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;2022-11-08;RUB;3
TQCB;2021-09-03;ВТБ Б1-120;RU000A0NH269;2;43951.5;97.67;97.67;97.67;97.67;;97.67;;97.67;45;98.42;98.35;97.67;1557966.3;1260909.4;1557966.3;2023-09-08;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-121;RU000A0NH277;0;0.0;;;;98.76;;;;;0;;98.67;98.76;0.0;2308868.6;0.0;2023-09-15;;;;;0.01;0.05;;2021-08-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-122;RU000A0NH285;0;0.0;;;;98.93;;;;;0;;98.33;98.93;0.0;1083611.3;0.0;2023-09-22;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-123;RU000A0NH293;0;0.0;;;;100.82;;;;;0;100.88;100.82;100.82;2770095.5;2060770.6;2770095.5;2023-10-06;;;;;0.01;0.05;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-124;RU000A0NH2A1;0;0.0;;;;93.97;;;;;0;93.06;92.87;93.97;1223679.3;938017.0;1223679.3;2022-10-18;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;2022-10-18;RUB;3
TQCB;2021-09-03;ВТБ Б1-126;RU000A0NH2C7;0;0.0;;;;92.85;;;;;0;;92.69;92.85;0.0;551526.3;0.0;2022-10-25;;;;;0.01;0.05;;2021-09-02;1000.0;SUR;;;;2022-10-25;RUB;3
TQCB;2021-09-03;ВТБ Б1-127;RU000A0NH2D5;0;0.0;;;;96.28;;;;;0;;;96.28;0.0;0.0;0.0;2023-11-03;;;;;0.01;0.05;;2021-08-17;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-129;RU000A0NH2F0;0;0.0;;;;100.23;;;;;0;;100.37;100.23;0.0;817022.8;0.0;2023-11-10;;;;;0.01;0.05;;2021-09-01;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-178;RU000A0NNE02;0;0.0;;;;101.0;;;;;0;;91.28;101.0;0.0;6018797.4;0.0;2024-02-23;;;;;0.01;0.05;;2021-08-04;1000.0;SUR;;;;2024-02-23;RUB;3
TQCB;2021-09-03;ВТБ Б1-179;RU000A0NNE10;0;0.0;;;;93.01;;;;;0;;;93.01;0.0;0.0;0.0;2023-02-28;;;;;0.01;0.05;;2021-08-13;1000.0;SUR;;;;2023-02-28;RUB;3
TQCB;2021-09-03;ВТБ Б1-180;RU000A0NNE28;0;0.0;;;;96.58;;;;;0;;94.06;96.58;0.0;2753184.2;0.0;2024-03-08;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;2024-03-08;RUB;3
TQCB;2021-09-03;ВТБ Б1-181;RU000A0NNE36;0;0.0;;;;99.0;;;;;0;;94.41;99.0;0.0;3256195.2;0.0;2024-03-23;;;;;0.01;0.05;;2021-08-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-182;RU000A0NNE44;0;0.0;;;;94.32;;;;;0;;;94.32;0.0;0.0;0.0;2024-03-23;;;;;0.01;0.05;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-183;RU000A0NNE51;0;0.0;;;;94.94;;;;;0;;;94.94;0.0;0.0;0.0;2023-03-29;;;;;0.01;0.05;;2021-08-23;1000.0;SUR;;;;2023-03-29;RUB;3
TQCB;2021-09-03;ВТБ Б1-184;RU000A0NNE69;1;615057.3;94.77;94.77;94.77;94.77;;94.77;;94.77;649;;93.8;94.77;0.0;2521362.1;0.0;2026-03-25;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-185;RU000A0NNE77;0;0.0;;;;98.0;;;;;0;;;98.0;0.0;0.0;0.0;2024-04-06;;;;;0.01;0.05;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-186;RU000A0NNE85;0;0.0;;;;89.43;;;;;0;;95.76;89.43;0.0;1692146.8;0.0;2024-04-20;;;;;0.01;0.05;;2021-08-17;1000.0;SUR;;;;2024-04-20;RUB;3
TQCB;2021-09-03;ВТБ Б1-187;RU000A0NNE93;0;0.0;;;;94.67;;;;;0;;99.38;94.67;0.0;686742.3;0.0;2026-04-08;;;;;0.01;0.05;;2021-08-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-188;RU000A0NNEA2;0;0.0;;;;86.73;;;;;0;;86.59;86.73;0.0;11334306.0;0.0;2026-04-22;;;;;0.01;0.05;;2021-08-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-189;RU000A0NNEB0;0;0.0;;;;97.02;;;;;0;;94.94;97.02;0.0;7121689.1;0.0;2024-05-04;;;;;0.01;0.05;;2021-08-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-190;RU000A0NNEC8;0;0.0;;;;91.52;;;;;0;;94.78;91.52;0.0;12780758.1;0.0;2024-05-11;;;;;0.01;0.05;;2021-09-01;1000.0;SUR;;;;2024-05-11;RUB;3
TQCB;2021-09-03;ВТБ Б1-191;RU000A0NNED6;0;0.0;;;;101.0;;;;;0;100.9;100.9;101.0;667945.1;659879.5;667945.1;2024-06-01;;;;;0.01;0.05;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-192;RU000A0NNEE4;0;0.0;;;;101.73;;;;;0;;99.69;101.73;0.0;3658725.8;0.0;2024-06-15;;;;;0.01;0.05;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-193;RU000A0NNEF1;0;0.0;;;;95.16;;;;;0;;;95.16;0.0;0.0;0.0;2024-06-29;;;;;0.01;0.05;;2021-08-04;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-194;RU000A0NNEG9;0;0.0;;;;99.64;;;;;0;;98.7;99.64;0.0;3309360.7;0.0;2024-06-29;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-195;RU000A0NNEH7;0;0.0;;;;99.5;;;;;0;;;99.5;0.0;0.0;0.0;2022-07-06;;;;;0.01;0.05;;2021-07-23;1000.0;SUR;;;;2022-07-06;RUB;3
TQCB;2021-09-03;ВТБ Б1-196;RU000A0NNEJ3;0;0.0;;;;91.01;;;;;0;;97.86;91.01;0.0;2179404.2;0.0;2022-07-20;;;;;0.01;0.05;;2021-09-01;1000.0;SUR;;;;2022-07-20;RUB;3
TQCB;2021-09-03;ВТБ Б1-197;RU000A0NNEK1;0;0.0;;;;99.5;;;;;0;;99.53;99.5;0.0;1963729.1;0.0;2024-07-27;;;;;0.01;0.05;;2021-08-26;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-198;RU000A0NNEL9;0;0.0;;;;99.5;;;;;0;;;99.5;0.0;0.0;0.0;2024-08-10;;;;;0.01;0.05;;2021-08-09;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-199;RU000A0NNEM7;0;0.0;;;;99.5;;;;;0;;99.5;99.5;0.0;3741200.2;0.0;2024-08-10;;;;;0.01;0.05;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-200;RU000A0NNEN5;0;0.0;;;;99.5;;;;;0;;;99.5;0.0;0.0;0.0;2024-08-24;;;;;0.01;0.05;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-201;RU000A0NNEP0;0;0.0;;;;99.5;;;;;0;;;99.5;0.0;0.0;0.0;2024-08-24;;;;;0.01;0.05;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВТБ Б1-202;RU000A0NNEQ8;0;0.0;;;;99.5;;;;;0;;;99.5;0.0;0.0;0.0;2024-09-07;;;;;0.01;0.05;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ЛнССМУБ1P2;RU000A0ZYA66;41;125689.41;100.51;100.77;100.53;100.53;11.53;100.65;8.12;100.76;223;;100.62;100.53;0.0;505998.57;0.0;2022-09-09;185.0;7.87;;;8.95;12.5;;2021-09-03;560.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ГТЛК 1P-06;RU000A0ZYAP9;0;0.0;;;;101.06;11.46;;7.99;;0;99.8;99.72;101.06;898400.8;597097.24;898400.8;2032-09-01;1612.0;;;;6.5;13.2;;2021-09-01;814.64;SUR;;;;;RUB;3
TQIR;2021-09-03;КарМаниБ1;RU000A0ZYAQ7;78;347170.6;102.25;103.29;103.1;103.1;6.52;103.02;11.66;102.56;337;;103.03;103.1;0.0;550174.8;0.0;2022-10-25;386.0;11.74;;;14.0;11.89;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;МФКузбас17;RU000A0ZYB40;0;0.0;;;;103.9;16.4;;5.53;;0;;103.23;103.9;0.0;505816.8;0.0;2024-09-26;522.0;;;;8.2;20.44;;2021-08-26;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;СТТ БО-2;RU000A0ZYB81;0;0.0;;;;;;;;;0;;;;0.0;0.0;0.0;2022-09-20;;;;;12.0;59.84;;;1000.0;SUR;;;;2022-09-20;RUB;3
TQCB;2021-09-03;ТКК кл. А2;RU000A0ZYBA9;0;0.0;;;;;54.98;;;;0;;;;0.0;0.0;0.0;2033-12-31;;;;;6.71;67.12;2021-11-08;;1000.0;SUR;;;;2022-11-10;RUB;3
TQCB;2021-09-03;Новсиб2017;RU000A0ZYBD3;1;761.1;101.48;101.48;101.48;101.48;8.07;101.48;6.3;101.48;1;;101.34;101.48;0.0;728877.69;0.0;2022-09-27;322.0;6.3;;;7.85;14.68;;2021-09-03;750.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АльфаБО-21;RU000A0ZYBM4;15;77660.6;96.43;97.23;97.23;97.21;24.41;97.08;7.49;97.21;80;;96.94;97.21;0.0;517685.8;0.0;2032-10-13;712.0;7.57;;;5.9;29.58;2023-10-07;2021-09-03;1000.0;SUR;;7.4184;;2023-10-11;RUB;3
TQCB;2021-09-03;РСХБ БО 3P;RU000A0ZYBT9;7;375536.0;100.12;100.16;100.12;100.12;36.13;100.14;6.35;100.16;375;100.15;100.15;100.12;573852.4;509753.3;573852.4;2021-09-28;25.0;6.01;;;8.4;41.88;;2021-09-03;1000.0;SUR;;;5.4292;;RUB;3
TQCB;2021-09-03;ЛСР БО 1Р3;RU000A0ZYBV5;60;3428700.2;100.57;100.8;100.8;100.8;16.27;100.64;7.85;100.62;3407;100.64;100.64;100.8;3428700.2;3428700.2;3428700.2;2022-09-27;216.0;8.13;;;9.0;22.44;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АвАгроБ1P1;RU000A0ZYC31;0;0.0;;;;99.88;10.52;;8.04;;0;;99.66;99.88;0.0;5420380.4;0.0;2027-09-23;27.0;;;;6.0;14.96;2021-09-30;2021-08-31;1000.0;SUR;;;;2021-10-07;RUB;3
TQCB;2021-09-03;МегафнБ1P3;RU000A0ZYC98;75;10584258.0;100.36;100.65;100.65;100.65;32.48;100.63;7.33;100.36;10518;100.63;100.63;100.65;10584258.0;10584258.0;10584258.0;2022-10-03;375.0;7.35;;;7.85;39.14;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Курск35001;RU000A0ZYCD1;3;1823.34;100.83;101.67;101.39;101.39;6.41;101.3;7.52;101.67;3;;101.65;101.39;0.0;53788752.66;0.0;2025-10-12;791.0;7.56;;;7.96;11.91;;2021-09-03;600.0;SUR;;;;;RUB;3
TQCB;2021-09-03;КрасЯрКр13;RU000A0ZYCM2;1;1016.9;101.69;101.69;101.69;101.69;12.26;101.69;7.24;101.69;1;;101.12;101.69;0.0;736151.4;0.0;2024-10-03;773.0;7.24;;;7.85;19.57;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P8;RU000A0ZYCP5;0;0.0;;;;100.05;18.65;;4.01;;0;;;100.05;0.0;0.0;0.0;2027-09-30;;;;;4.6;22.94;2021-10-07;2021-04-26;1000.0;SUR;;;;2021-10-12;RUB;3
TQCB;2021-09-03;ТКХ БП1;RU000A0ZYCR1;16;3179898.0;99.85;100.06;100.04;100.03;36.49;100.03;8.54;100.05;3179;100.03;100.03;100.03;3179898.0;3179898.0;3179898.0;2027-09-30;34.0;8.67;;;9.0;44.88;2021-10-07;2021-09-03;1000.0;SUR;;6.772;;2021-10-12;RUB;3
TQCB;2021-09-03;Карелия 18;RU000A0ZYCZ4;45;1089093.9;100.48;100.59;100.58;100.58;6.36;100.56;7.71;100.59;1083;100.56;100.56;100.58;1089093.9;1089093.9;1089093.9;2023-10-15;428.0;7.73;;;8.0;19.95;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрнфБО1P8;RU000A0ZYDD9;8;43110836.8;101.9;101.99;101.9;101.9;30.52;101.9;7.49;101.94;42307;101.9;101.9;101.9;43216906.4;43114916.4;43216906.4;2025-10-09;1272.0;7.49;;;7.9;39.39;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ФСК ЕЭС Б3;RU000A0ZYDH0;28;58551.5;100.01;103.48;101.09;101.09;10.4;100.95;6.88;103.48;58;;100.7;101.09;0.0;66720944.5;0.0;2052-09-06;389.0;7.02;;;7.75;19.32;2022-10-14;2021-09-03;1000.0;SUR;;6.7157;;2022-10-21;RUB;3
TQCB;2021-09-03;НижгорОб12;RU000A0ZYDQ1;3;2727.3;101.01;101.02;101.01;101.01;3.06;101.01;7.18;101.02;9;;101.31;101.01;0.0;523961.49;0.0;2022-10-23;339.0;7.18;;;8.1;6.06;;2021-09-03;300.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Газпнф1P3R;RU000A0ZYDS7;192;18236332.8;100.43;101.1;100.66;100.66;29.46;100.65;7.34;101.1;18119;100.65;100.65;100.66;18236332.8;18236332.8;18236332.8;2022-10-17;389.0;7.35;;;7.85;39.14;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;СвердлОб4;RU000A0ZYDU3;2;3016.2;100.24;100.69;100.69;100.69;8.23;100.54;7.54;100.24;3;100.54;100.54;100.69;646499.0;612315.0;646499.0;2025-10-22;700.0;7.62;;;7.7;19.2;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрансФ1P04;RU000A0ZYEB1;44;717702.5;99.56;99.75;99.71;99.71;32.86;99.68;9.63;99.75;720;99.68;99.68;99.71;717702.5;717702.5;717702.5;2027-10-14;222.0;9.69;;;8.95;44.63;2022-04-21;2021-09-03;1000.0;SUR;;9.2954;;2022-04-26;RUB;3
TQCB;2021-09-03;ГПБ БО-17;RU000A0ZYEE5;14;6438754.3;100.07;100.18;100.17;100.17;27.62;100.15;6.87;100.18;6429;100.15;100.15;100.17;6438754.3;6438754.3;6438754.3;2024-10-31;58.0;7.01;;;8.0;40.33;2021-10-31;2021-09-03;1000.0;SUR;;6.2859;;2021-11-02;RUB;3
TQCB;2021-09-03;СамолетБП2;RU000A0ZYEM8;19;130309.1;103.39;104.74;103.44;103.44;11.34;104.25;8.56;104.74;125;;104.18;103.44;0.0;500057.1;0.0;2022-10-27;395.0;7.78;;;11.5;28.67;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;СэтлГрБ1P1;RU000A0ZYEQ9;53;391434.33;100.95;101.22;101.13;101.13;5.36;101.2;8.11;100.95;691;;101.04;101.13;0.0;997520.43;0.0;2022-10-27;232.0;7.99;;;9.7;13.54;;2021-09-03;560.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ДОМ.РФ Б-6;RU000A0ZYF20;0;0.0;;;;99.51;3.95;;8.16;;0;;;99.51;0.0;0.0;0.0;2050-11-07;;;;;4.8;11.97;2021-11-03;2021-08-23;1000.0;SUR;;;;2021-11-09;RUB;3
TQCB;2021-09-03;ДОМ.РФ Б-7;RU000A0ZYF38;0;0.0;;;;99.58;3.95;;7.68;;0;;;99.58;0.0;0.0;0.0;2050-11-07;;;;;4.8;11.97;2021-11-03;2021-09-01;1000.0;SUR;;;;2021-11-09;RUB;3
TQCB;2021-09-03;НАО 2017;RU000A0ZYF61;31;423581.95;100.1;100.17;100.13;100.13;3.1;100.14;7.91;100.17;846;;100.15;100.13;0.0;688519.65;0.0;2024-11-07;464.0;7.9;;;7.8;9.72;;2021-09-03;500.0;SUR;;;;;RUB;3
TQCB;2021-09-03;КрасЯрКр14;RU000A0ZYFB8;57;499541.7;101.31;101.4;101.32;101.32;6.23;101.33;7.43;101.4;493;;101.33;101.32;0.0;500554.8;0.0;2024-10-31;800.0;7.42;;;7.84;19.55;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;МТС 001P-3;RU000A0ZYFC6;86;1877699.8;100.4;101.47;100.65;100.65;25.32;100.63;7.22;101.47;1866;100.63;100.63;100.65;1877699.8;1877699.8;1877699.8;2022-11-03;406.0;7.24;;;7.7;38.39;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQOE;2021-09-03;Альфа-Б1Р1;RU000A0ZYFE2;0;0.0;;;;98.825;0.03;;1.36;;0;98.3932;98.3932;98.825;851494.18;851494.18;851494.18;2022-11-07;430.0;;;;0.01;0.05;;2021-09-02;1000.0;EUR;;;;;EUR;3
TQCB;2021-09-03;ДОМ.РФ Б-8;RU000A0ZYFM5;0;0.0;;;;100.35;5.39;;6.3;;0;;;100.35;0.0;0.0;0.0;2050-11-13;;;;;8.2;20.44;2021-11-09;2021-08-23;1000.0;SUR;;;;2021-11-11;RUB;3
TQCB;2021-09-03;ДОМ.РФ Б10;RU000A0ZYFN3;0;0.0;;;;100.23;5.39;;7.02;;0;;;100.23;0.0;0.0;0.0;2050-11-13;;;;;8.2;20.44;2021-11-09;2021-08-02;1000.0;SUR;;;;2021-11-11;RUB;3
TQCB;2021-09-03;ТрансФ1P05;RU000A0ZYFS2;0;0.0;;;;95.5;21.86;;1.35;;0;;;95.5;0.0;0.0;0.0;2027-11-03;;;;;7.0;34.9;2021-11-10;2021-07-05;1000.0;SUR;;;;2021-11-15;RUB;3
TQCB;2021-09-03;ИНГР Б1P1;RU000A0ZYG37;0;0.0;;;;100.54;22.19;;4.68;;0;;;100.54;0.0;0.0;0.0;2027-11-09;;;;;7.5;37.4;2021-11-16;2021-08-04;1000.0;SUR;;;;2022-11-18;RUB;3
