BOARDID;TRADEDATE;SHORTNAME;SECID;NUMTRADES;VALUE;LOW;HIGH;CLOSE;LEGALCLOSEPRICE;ACCINT;WAPRICE;YIELDCLOSE;OPEN;VOLUME;MARKETPRICE2;MARKETPRICE3;ADMITTEDQUOTE;MP2VALTRD;MARKETPRICE3TRADESVALUE;ADMITTEDVALUE;MATDATE;DURATION;YIELDATWAP;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;FACEVALUE;CURRENCYID;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;TRADINGSESSION
TQIR;2021-08-30;АПРИФП БП2;RU000A100K64;154;1208280.2;101.74;102.15;101.78;101.78;22.19;101.88;11.49;102.15;1186;101.88;101.88;101.78;1208280.2;1208280.2;1208280.2;2022-07-06;167.0;11.25;;;15.0;37.4;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Сбер Sb12R;RU000A100K80;258;44949826.9;100.35;100.84;100.63;100.63;10.34;100.55;7.04;100.62;44703;100.55;100.55;100.63;44949826.9;44949826.9;44949826.9;2022-07-11;308.0;7.14;;;7.7;38.39;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;РУСАБрБ1P2;RU000A100KL0;6;17112.3;100.61;100.95;100.74;100.74;8.25;100.66;8.18;100.95;17;;100.55;100.74;0.0;19276592.3;0.0;2029-06-28;489.0;8.24;;;8.6;42.88;2023-01-23;2021-08-30;1000.0;SUR;;8.1324;;2023-01-25;RUB;3
TQCB;2021-08-30;МКБ П02;RU000A100KS5;0;0.0;;;;98.47;5.67;;6.34;;0;;98.0;98.47;0.0;503705.1;0.0;2022-07-15;319.0;;;;4.5;45.0;;2021-07-21;1000.0;SUR;;;;2021-09-14;RUB;3
TQCB;2021-08-30;МКБ П03;RU000A100KT3;0;0.0;;;;98.03;5.04;;6.38;;0;;;98.03;0.0;0.0;0.0;2022-07-15;;;;;4.0;40.0;;2021-08-06;1000.0;SUR;;;;2021-09-14;RUB;3
TQCB;2021-08-30;Роснфт2P8;RU000A100KY3;3;34711.8;100.55;102.19;102.19;102.19;10.67;102.09;7.21;102.19;34;;100.77;102.19;0.0;2000334.2;0.0;2029-07-02;945.0;7.25;;;7.95;39.64;2024-07-08;2021-08-30;1000.0;SUR;;7.1829;;2024-07-11;RUB;3
TQCB;2021-08-30;СберИОС112;RU000A100KZ0;0;0.0;;;;93.04;;;;;0;92.13;92.14;93.04;1367208.0;1339732.4;1367208.0;2024-08-05;;;;;0.01;0.5;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ОткрФКБОП5;RU000A100L14;29;6416318.1;98.35;98.64;98.63;98.64;7.23;98.46;7.28;98.35;6517;98.46;98.46;98.64;6416318.1;6416318.1;6416318.1;2022-07-12;311.0;7.5;;;5.5;27.42;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС113;RU000A100L48;1;274968.0;120.6;120.6;120.6;120.6;;120.6;;120.6;228;119.26;119.32;120.6;10556490.0;8797522.0;10556490.0;2023-01-23;;;;;1.35;47.6;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МТС 1P-11;RU000A100L55;0;0.0;;;;;10.17;;;;0;;;;0.0;0.0;0.0;2026-07-08;;;;;7.9;19.7;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;БелугаБП2;RU000A100L63;88;319426.2;102.81;103.18;103.01;103.01;12.23;103.04;8.05;102.81;310;;102.96;103.01;0.0;500409.8;0.0;2024-07-10;704.0;8.04;;;9.5;47.37;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЛамбумБП01;RU000A100LE3;4;48435.0;96.63;97.15;96.8;96.8;65.07;96.87;11.47;96.63;5;;96.65;96.8;0.0;502580.0;0.0;2024-06-20;843.0;11.44;;;9.5;78.08;;2021-08-30;10000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ГазпромКP2;RU000A100LL8;10;39546.0;101.19;101.49;101.48;101.48;9.83;101.4;7.34;101.19;39;;101.49;101.48;0.0;2070478.7;0.0;2024-07-11;950.0;7.38;;;7.8;38.89;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС105;RU000A100LN4;0;0.0;;;;114.9;;;;;0;;117.05;114.9;0.0;8905991.5;0.0;2023-07-18;;;;;1.19;47.5;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЕврХимБ1Р4;RU000A100LS3;17;157190.4;100.6;100.81;100.69;100.69;9.25;100.76;7.44;100.79;156;;100.67;100.69;0.0;569795.7;0.0;2023-01-18;486.0;7.38;;;7.85;39.57;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЕврХимБ1Р5;RU000A100LV7;3;3033.5;101.0;101.35;101.0;101.0;9.03;101.12;7.4;101.35;3;;100.57;101.0;0.0;514896.0;0.0;2023-07-19;648.0;7.33;;;7.85;39.57;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQRD;2021-08-30;ДЭНИКОЛБ1;RU000A100M47;74;28211.9;1.15;1.28;1.18;1.18;;1.18;;1.28;2388;;1.21;1.18;0.0;500654.1;0.0;2022-07-19;;;;;0.1;0.25;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;АРАГОН БП2;RU000A100ME1;0;0.0;;;;101.0;10.67;;8.57;;0;;;101.0;0.0;0.0;0.0;2029-07-10;;;;;9.5;23.68;2022-07-19;2021-07-27;1000.0;SUR;;;;2024-07-19;RUB;3
TQCB;2021-08-30;СэтлГрБ1P2;RU000A100MG6;38;477178.3;103.07;103.71;103.3;103.31;12.08;103.51;8.45;103.71;461;;103.52;103.31;0.0;537289.2;0.0;2023-01-17;471.0;8.28;;;10.75;26.8;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС119;RU000A100MZ6;0;0.0;;;;98.4;;;;;0;;;98.4;0.0;0.0;0.0;2032-03-15;;;;;0.02;1.31;;2021-06-21;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Систем1P11;RU000A100N12;118;1751618.6;102.0;102.59;102.11;102.11;9.01;102.19;8.33;102.47;1714;102.19;102.19;102.11;1751618.6;1751618.6;1751618.6;2029-07-16;646.0;8.29;;;9.4;46.87;2023-07-24;2021-08-30;1000.0;SUR;;8.2879;;2023-07-27;RUB;3
TQCB;2021-08-30;СберИОС121;RU000A100N79;2;2007.0;99.6;101.1;101.1;101.1;;100.35;;99.6;2;100.96;100.93;101.1;2302983.0;1816759.0;2302983.0;2022-08-29;;;;;0.01;0.3;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС115;RU000A100NB5;0;0.0;;;;121.6;;;;;0;;;121.6;0.0;0.0;0.0;2023-02-15;;;;;0.88;31.07;;2021-07-23;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС116;RU000A100NV3;0;0.0;;;;125.5;;;;;0;;124.48;125.5;0.0;12002411.0;0.0;2023-02-17;;;;;0.88;31.07;;2021-08-12;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС117;RU000A100NY7;0;0.0;;;;117.7;;;;;0;117.66;117.67;117.7;8757666.0;8196016.0;8757666.0;2023-02-09;;;;;1.35;47.6;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЕврХол2P1R;RU000A100P85;17;747835.9;100.5;101.4;101.04;100.71;6.1;100.79;7.68;101.1;742;100.79;100.79;100.71;747835.9;747835.9;747835.9;2024-07-29;966.0;7.78;;;7.95;39.64;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС118;RU000A100PA2;0;0.0;;;;117.6;;;;;0;;116.28;117.6;0.0;6959069.0;0.0;2023-08-07;;;;;1.19;47.5;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЖКХРСЯ БО1;RU000A100PB0;152;2126334.8;103.1;103.32;103.26;103.18;9.25;103.17;9.06;103.31;2061;103.17;103.17;103.18;2126334.8;2126334.8;2126334.8;2026-07-28;321.0;9.17;;;12.5;31.16;2022-08-02;2021-08-30;1000.0;SUR;;8.9509;;2022-08-05;RUB;3
TQCB;2021-08-30;РЕСОЛизБП6;RU000A100PE4;135;2158076.3;101.5;102.24;101.82;101.82;6.66;101.65;8.11;102.24;2123;101.65;101.65;101.82;2158076.3;2158076.3;2158076.3;2023-08-01;656.0;8.21;;;9.0;44.88;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;РСГ-ФинБ11;RU000A100PM7;2;19703.0;103.7;103.7;103.7;103.7;5.92;103.7;8.01;103.7;19;;102.5;103.7;0.0;535063.7;0.0;2022-08-11;336.0;8.01;;;12.0;59.84;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;БелОб34012;RU000A100PP0;0;0.0;;;;100.55;4.49;;5.35;;0;;101.01;100.55;0.0;518159.6;0.0;2024-08-05;574.0;;;;7.8;19.45;;2021-08-26;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;АЛЬФА-Б2Р5;RU000A100PQ8;160;10396441.1;100.56;100.7;100.7;100.7;4.33;100.63;7.24;100.6;10331;100.63;100.63;100.7;10396441.1;10396441.1;10396441.1;2022-08-11;339.0;7.32;;;7.9;39.61;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЯрОбл35017;RU000A100PR6;1;1014.9;101.49;101.49;101.49;101.49;13.5;101.49;7.41;101.49;1;;101.01;101.49;0.0;598994.6;0.0;2025-06-24;741.0;7.41;;;7.95;19.82;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;РСГ-ФинБ09;RU000A100PS4;0;0.0;;;;102.0;5.92;;9.96;;0;;;102.0;0.0;0.0;0.0;2024-08-08;;;;;12.0;59.84;2022-08-11;2021-07-26;1000.0;SUR;;;;2022-08-16;RUB;3
TQCB;2021-08-30;СберИОС126;RU000A100PW6;1;315000.0;105.0;105.0;105.0;105.0;;105.0;;105.0;300;104.98;104.98;105.0;999425.9;999425.9;999425.9;2021-09-02;;;;;0.01;0.2;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС123;RU000A100PX4;14;168107.1;90.62;93.06;91.4;91.4;;91.36;;90.62;184;;90.45;91.4;0.0;509207.1;0.0;2024-09-05;;;;;0.01;0.5;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ПР-Лиз 1P3;RU000A100Q35;41;652020.3;102.13;102.89;102.8;102.8;9.21;102.52;9.27;102.67;636;102.52;102.52;102.8;652020.3;652020.3;652020.3;2026-07-07;648.0;9.44;;;12.0;9.86;2023-08-22;2021-08-30;1000.0;SUR;;9.1713;;2023-08-29;RUB;3
TQCB;2021-08-30;Самолет1P5;RU000A100Q50;2;6013.2;100.22;100.22;100.22;100.22;4.11;100.22;6.47;100.22;6;;99.87;100.22;0.0;501332.4;0.0;2029-07-31;71.0;6.47;;;7.5;18.7;2021-11-09;2021-08-30;1000.0;SUR;;6.1172;;2021-11-12;RUB;3
TQRD;2021-08-30;Каскад1Р01;RU000A100Q76;32;10452.5;7.58;9.89;7.63;7.67;;8.3;;7.58;126;;6.43;7.67;0.0;502125.6;0.0;2022-08-10;;;;;0.0;0.0;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЮАИЗ 1-002;RU000A100Q92;3;5049.8;100.07;101.23;101.23;101.23;4.93;101.0;8.91;100.07;5;;100.84;101.23;0.0;545526.7;0.0;2024-08-13;333.0;9.18;;;10.0;24.93;2022-08-11;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Самолет1P6;RU000A100QA0;68;1918951.0;100.41;101.03;100.5;100.5;4.95;100.52;8.59;101.03;1909;100.52;100.52;100.5;1918951.0;1918951.0;1918951.0;2029-08-01;161.0;8.54;;;9.5;23.68;2022-02-09;2021-08-30;1000.0;SUR;;8.2805;;2022-02-14;RUB;3
TQIR;2021-08-30;ЭлщитСтБП1;RU000A100QY0;17;114657.8;101.88;102.82;102.35;102.35;4.63;102.37;10.8;101.88;112;;102.3;102.35;0.0;504342.8;0.0;2022-08-16;334.0;10.78;;;13.0;32.41;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС129;RU000A100R34;0;0.0;;;;122.3;;;;;0;;120.22;122.3;0.0;5949704.0;0.0;2023-03-01;;;;;1.35;47.6;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС132;RU000A100R83;0;0.0;;;;132.45;;;;;0;;133.33;132.45;0.0;14523838.0;0.0;2023-03-10;;;;;0.88;31.04;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС131;RU000A100R91;0;0.0;;;;127.5;;;;;0;125.81;125.92;127.5;13998551.0;12751551.0;13998551.0;2023-03-10;;;;;0.88;31.04;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЕврХимБ1Р6;RU000A100RG5;5;10094.0;100.71;101.0;100.98;100.98;2.15;100.94;7.51;101.0;10;;101.04;100.98;0.0;507214.8;0.0;2023-08-18;671.0;7.53;;;7.85;19.57;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;ЭконЛиз1P1;RU000A100RQ4;8;33821.2;102.24;103.56;103.56;103.56;1.85;102.49;10.01;102.71;33;;102.97;103.56;0.0;512773.7;0.0;2022-08-24;342.0;11.23;;;13.5;33.66;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС130;RU000A100RR2;0;0.0;;;;111.2;;;;;0;;112.84;111.2;0.0;9186426.0;0.0;2023-08-27;;;;;1.19;47.5;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ТЕХЛиз 1P2;RU000A100RS0;62;643102.3;101.95;102.59;102.2;102.2;1.82;102.24;10.72;102.47;629;102.24;102.24;102.2;643102.3;643102.3;643102.3;2022-08-24;279.0;10.66;;;13.25;33.03;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС135;RU000A100S41;3;23123.0;100.3;100.6;100.6;100.6;;100.53;;100.3;23;;98.26;100.6;0.0;735946.9;0.0;2022-09-26;;;;;0.01;0.3;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МКБ П04;RU000A100SF5;0;0.0;;;;95.86;34.62;;7.93;;0;95.86;95.56;95.86;1591334.0;621135.0;1591334.0;2022-09-03;356.0;;;;3.5;35.0;;2021-08-25;1000.0;SUR;;;;2021-09-14;RUB;3
TQCB;2021-08-30;СберИОС127;RU000A100SQ2;0;0.0;;;;94.0;;;;;0;;;94.0;0.0;0.0;0.0;2023-03-15;;;;;0.01;0.35;;2021-08-17;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ПочтаРБ1P6;RU000A100SZ3;1;2012.0;100.6;100.6;100.6;100.6;37.03;100.6;7.04;100.6;2;;100.4;100.6;0.0;1620490.1;0.0;2029-08-23;348.0;7.04;;;7.55;37.65;2022-09-01;2021-08-30;1000.0;SUR;;6.9278;;2022-09-06;RUB;3
TQCB;2021-08-30;СберИОС137;RU000A100T32;4;623150.5;103.0;103.01;103.0;103.0;;103.0;;103.01;605;102.79;102.79;103.0;1822524.1;1821503.1;1822524.1;2021-09-24;;;;;0.01;0.2;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;ЮниМетр01;RU000A100T81;62;492848.5;100.82;101.5;100.82;100.9;0.34;100.99;12.25;101.5;488;;100.99;100.9;0.0;504968.5;0.0;2022-08-24;340.0;12.04;;;12.5;10.27;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ПНППК 1P01;RU000A100TB2;1;1020.0;102.0;102.0;102.0;102.0;25.01;102.0;9.22;102.0;1;;;102.0;0.0;0.0;0.0;2029-08-28;349.0;9.22;;;11.0;27.42;2022-09-06;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;СолЛизБО05;RU000A100TD8;29;171044.0;99.78;100.09;100.09;100.09;28.08;100.03;12.99;99.78;171;;99.98;100.09;0.0;524888.4;0.0;2022-09-07;346.0;13.06;;;12.5;31.16;;2021-08-30;1000.0;SUR;;2.9295;;2021-09-22;RUB;3
TQCB;2021-08-30;РУСАБрБ1P3;RU000A100TF3;44;1545223.8;100.41;100.86;100.6;100.54;38.88;100.67;7.77;100.84;1535;100.67;100.67;100.54;1545223.8;1545223.8;1545223.8;2029-08-30;353.0;7.7;;;8.25;41.14;2022-09-08;2021-08-30;1000.0;SUR;;7.669;;2022-09-12;RUB;3
TQCB;2021-08-30;Росбанк2P6;RU000A100TH9;4;39152.3;100.39;100.4;100.39;100.39;34.96;100.39;7.41;100.4;39;100.39;100.4;100.39;552131.3;502984.3;552131.3;2023-03-16;524.0;7.41;;;7.55;37.85;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Кузина1P01;RU000A100TL1;20;297167.39;101.83;103.28;103.24;103.24;81.86;102.3;12.03;101.83;35;;102.66;103.24;0.0;502715.23;0.0;2023-08-26;326.0;13.17;;;15.0;102.33;;2021-08-30;8300.0;SUR;;-70.4498;;2021-09-08;RUB;3
TQCB;2021-08-30;СберИОС146;RU000A100TP2;13;862308.5;102.02;103.9;103.9;103.9;;102.78;;102.02;839;102.78;102.78;103.9;862308.5;862308.5;862308.5;2024-10-04;;;;;0.01;0.5;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ТрансФ1P06;RU000A100TS6;0;0.0;;;;;34.52;;;;0;;;;0.0;0.0;0.0;2029-09-03;;;;;7.5;37.4;2021-09-13;;1000.0;SUR;;;;2021-09-16;RUB;3
TQIR;2021-08-30;БЭЛТИ БОП2;RU000A100TT4;27;159992.0;100.5;100.94;100.87;100.87;7.88;100.62;12.54;100.94;159;;100.73;100.87;0.0;507685.8;0.0;2024-08-21;506.0;12.74;;;12.5;10.27;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС133;RU000A100TU2;1;1126825.0;117.5;117.5;117.5;117.5;;117.5;;117.5;959;115.77;115.96;117.5;11497426.0;9246396.0;11497426.0;2023-03-27;;;;;1.35;47.6;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС134;RU000A100TV0;1;501992.0;104.8;104.8;104.8;104.8;;104.8;;104.8;479;;111.26;104.8;0.0;5974879.4;0.0;2023-09-18;;;;;1.19;47.5;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ХКФБанкБ06;RU000A100UG9;2;2019.2;100.83;101.09;100.83;100.83;17.3;100.96;8.04;101.09;2;100.99;101.04;100.83;1561239.6;1116506.3;1561239.6;2024-09-13;363.0;7.91;;;8.65;21.57;2022-09-16;2021-08-30;1000.0;SUR;;7.9201;;2022-09-21;RUB;3
TQIR;2021-08-30;ИТЦ-Тр1P01;RU000A100UP0;20;391119.0;104.23;106.8;105.04;105.04;67.53;105.71;11.69;104.96;37;;105.81;105.04;0.0;507872.0;0.0;2023-09-02;534.0;11.21;;;14.5;119.18;;2021-08-30;10000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ПочтаРБ1P8;RU000A100UT2;0;0.0;;;;100.19;32.22;;7.34;;0;;100.2;100.19;0.0;9133219.0;0.0;2029-09-11;530.0;;;;7.35;36.65;2023-03-21;2021-08-25;1000.0;SUR;;;;2023-03-24;RUB;3
TQCB;2021-08-30;РН БАНК1Р6;RU000A100UU0;15;20044.2;99.98;100.55;100.2;100.2;32.91;100.22;7.58;100.55;20;;100.11;100.2;0.0;638682.0;0.0;2022-09-26;372.0;7.56;;;7.65;38.35;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС144;RU000A100UY2;0;0.0;;;;125.0;;;;;0;;124.52;125.0;0.0;11708774.0;0.0;2023-09-25;;;;;0.77;31.0;;2021-08-06;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МоторТ1Р01;RU000A100V38;9;52180.5;104.11;104.89;104.11;104.11;27.95;104.36;11.27;104.89;50;;104.32;104.11;0.0;501799.0;0.0;2022-09-21;356.0;11.01;;;15.0;37.4;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ИКС5Фин1P6;RU000A100V46;2;313621.4;100.18;100.2;100.2;100.2;32.03;100.2;7.14;100.18;313;;100.13;100.2;0.0;517648.1;0.0;2034-09-07;200.0;7.14;;;7.4;36.9;2022-03-24;2021-08-30;1000.0;SUR;;6.9365;;2022-03-29;RUB;3
TQCB;2021-08-30;ОРГрупп1Р1;RU000A100V61;125;1807122.7;100.54;101.0;100.96;100.97;22.03;100.9;10.93;100.69;1791;100.9;100.9;100.97;1807122.7;1807122.7;1807122.7;2022-09-22;239.0;11.03;;;12.0;29.92;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Тинькофф3R;RU000A100V79;160;1934813.2;100.4;100.57;100.4;100.4;35.94;100.51;8.0;100.53;1925;100.51;100.51;100.4;1934813.2;1934813.2;1934813.2;2029-09-12;366.0;7.88;;;8.25;41.14;2022-09-21;2021-08-30;1000.0;SUR;;7.8737;;2022-09-26;RUB;3
TQCB;2021-08-30;СберИОС150;RU000A100V87;0;0.0;;;;106.5;;;;;0;;105.65;106.5;0.0;2759578.0;0.0;2022-10-28;;;;;0.01;0.3;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Сбер Sb13R;RU000A100VB8;86;2767598.6;100.0;100.14;100.09;100.09;30.32;100.09;5.64;100.03;2765;100.09;100.09;100.09;2767598.6;2767598.6;2767598.6;2021-09-24;25.0;5.64;;;7.05;35.15;;2021-08-30;1000.0;SUR;;;5.2799;;RUB;3
TQCB;2021-08-30;АйТеко1Р01;RU000A100VD4;0;0.0;;;;101.0;19.27;;-5.08;;0;;;101.0;0.0;0.0;0.0;2022-09-22;;;;;10.5;26.18;2021-09-23;2021-08-10;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СУЭК-Ф1P3R;RU000A100VG7;8;145625.3;99.06;99.77;99.74;99.74;32.47;99.74;7.82;99.77;146;99.47;99.47;99.74;679402.7;676422.9;679402.7;2029-09-13;532.0;7.82;;;7.5;37.4;2023-03-23;2021-08-30;1000.0;SUR;;7.7427;;2023-03-28;RUB;3
TQCB;2021-08-30;ОткрФКБИО2;RU000A100VL7;0;0.0;;;;100.01;;;;;0;;;100.01;0.0;0.0;0.0;2021-09-27;;;;;0.01;0.1;;2021-05-06;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;НорНикБ1P1;RU000A100VQ6;144;724467.3;99.91;100.5;100.32;100.32;30.18;100.2;7.2;100.34;723;100.2;100.2;100.32;724467.3;724467.3;724467.3;2024-09-24;996.0;7.25;;;7.2;35.9;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ГПБ001P13P;RU000A100VR4;49;41126338.3;99.9;100.02;100.0;100.0;31.02;100.0;7.53;100.02;41128;100.0;100.0;100.0;41126338.3;41126338.3;41126338.3;2023-09-30;698.0;7.53;;;7.4;37.3;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;Атомстр 01;RU000A100VS2;29;269517.5;100.0;100.28;100.16;100.16;49.25;100.19;9.59;100.0;269;;100.22;100.16;0.0;678495.6;0.0;2024-09-24;29.0;9.18;;;11.75;58.59;2021-09-28;2021-08-30;1000.0;SUR;;8.6546;;2021-09-30;RUB;3
TQCB;2021-08-30;СберИОС152;RU000A100VT0;2;20062.0;100.3;100.35;100.3;100.31;;100.31;;100.35;20;100.63;100.63;100.31;723550.7;723550.7;723550.7;2021-10-22;;;;;0.01;0.2;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;СберИОС153;RU000A100VV6;0;0.0;;;;90.0;;;;;0;90.0;90.0;90.0;9196200.0;7295400.0;9196200.0;2024-10-23;;;;;0.01;0.5;;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МБЭС 1P-01;RU000A100VX2;0;0.0;;;;100.74;31.38;;7.3;;0;;99.02;100.74;0.0;6804727.2;0.0;2029-09-26;380.0;;;;7.9;39.39;2022-10-05;2021-08-26;1000.0;SUR;;;;2022-10-10;RUB;3
TQCB;2021-08-30;ЭБИС Б1P01;RU000A100VY0;53;525059.8;101.1;101.29;101.23;101.15;20.38;101.17;11.21;101.29;519;101.17;101.17;101.15;525059.8;525059.8;525059.8;2022-09-27;368.0;11.27;;;12.0;29.92;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-30;Роделен1Р2;RU000A100W29;46;163402.74;100.83;101.49;101.22;101.21;1.14;101.23;10.15;100.83;372;;101.27;101.21;0.0;515888.49;0.0;2022-09-16;195.0;10.13;;;12.0;4.28;;2021-08-30;433.9;SUR;;;;;RUB;3
TQIR;2021-08-30;СОксБ1P1;RU000A100W52;45;399476.0;103.58;104.39;104.18;104.18;25.07;104.03;11.27;104.39;384;;104.02;104.18;0.0;522189.4;0.0;2022-09-28;363.0;11.43;;;15.0;37.4;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;ЕвропланБ3;RU000A100W60;44;773855.5;100.56;100.75;100.57;100.57;36.41;100.63;8.39;100.75;769;100.63;100.63;100.57;773855.5;773855.5;773855.5;2029-09-20;372.0;8.33;;;8.8;43.88;2022-09-29;2021-08-30;1000.0;SUR;;8.2698;;2022-10-04;RUB;3
TQCB;2021-08-30;ЛСР БО 1Р4;RU000A100WA8;131;5752086.7;100.63;100.98;100.7;100.69;13.74;100.83;8.41;100.98;5705;100.83;100.83;100.69;5752086.7;5752086.7;5752086.7;2024-09-27;750.0;8.34;;;8.5;21.19;;2021-08-30;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МКБ 1P1;RU000A100WC4;42;753341.8;100.15;101.07;100.68;100.67;34.32;100.58;7.82;101.07;749;100.58;100.58;100.67;753341.8;753341.8;753341.8;2022-09-30;375.0;7.92;;;8.35;41.64;;2021-08-30;1000.0;SUR;;-62.6823;;2021-09-14;RUB;3
TQCB;2021-08-30;Новосиб10;RU000A100WF7;8;25085.88;99.54;99.55;99.55;99.55;5.4;99.55;7.68;99.54;28;;99.23;99.55;0.0;508158.99;0.0;2026-10-08;1073.0;7.68;;;7.3;16.2;;2021-08-30;900.0;SUR;;;;;RUB;3
TQIR;2021-08-30;УльтраБ1P1;RU000A100WR2;3;37265.25;104.15;104.38;104.15;104.15;0.0;104.33;10.12;104.38;5;;104.04;104.15;0.0;505430.14;0.0;2022-09-24;284.0;9.87;;;15.0;88.08;;2021-08-30;7144.0;SUR;;;;;RUB;3
TQCB;2021-08-30;МКБ П05;RU000A100WT8;0;0.0;;;;95.14;28.85;;7.99;;0;94.88;94.87;95.14;755236.9;566352.0;755236.9;2022-10-10;394.0;;;;3.25;32.5;;2021-08-25;1000.0;SUR;;;;2021-09-14;RUB;3
TQCB;2021-08-30;СберИОС142;RU000A100WV4;0;0.0;;;;115.8;;;;;0;;;115.8;0.0;0.0;0.0;2023-10-11;;;;;0.77;31.0;;2021-07-29;1000.0;SUR;;;;;RUB;3
